,No.,Is retweet?,Tweet ID,Post Date,User Display Name,User ID,User Info,User Location,Tweet Content,Number of Quotes,Number of Replies,Number of Likes,Number of Retweets,Raw link 1,Solved link 1,Raw link 2,Solved link 2,Raw link 3,Solved link 3,Raw link 4,Solved link 4,Raw link 5,Solved link 5,proccessed_tweet
30,31,Yes,1281260161026478082,Thu Jul 09 16:13:21 +0000 2020,SaharanDust=Geoengineering,draintheswamp55,Retweets do NOT represent views,,"It's encouraging to see an opinion piece published by CNN that breaks the ""must get a vaccine ASAP"" slant the world is becoming accustomed to. 
https://t.co/vsDn6zNPoP",0,0,0,0,,,,,,,,,,,"it's encouraging to see an opinion piece published by cnn that breaks the ""must get a vaccines asap"" slant the world is becoming accustomed to."
31,32,Yes,1281260170891460609,Thu Jul 09 16:13:24 +0000 2020,Isabella,Isabell56416820,,,"Ih here we go, here come the vaccinations for a 'virus' they are still unsure about https://t.co/vydoRRdm1H",0,0,0,0,https://t.co/vydoRRdm1H,https://www.dailymail.co.uk/news/article-8506961/Maryland-man-says-vaccinated-against-Covid-19.html?ito=push-notification&ci=22085&si=653028,,,,,,,,,"ih here we go, here come the vaccines for a 'virus' they are still unsure about"
32,33,Yes,1281260178147606533,Thu Jul 09 16:13:25 +0000 2020,F1agg Σagl3t0n 🇺🇸🦅🧼👏🏽😷,NM_Che56,"""He thrusts his fists against the posts and still insists he sees the ghosts."" Cereal voter. Ban Shakira Law! #ETTD",Uncertain Times,Folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.,0,0,0,0,,,,,,,,,,,folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.
33,34,No,1281260178512347136,Thu Jul 09 16:13:25 +0000 2020,Stray,K9FCR,医学・獣医学の比較病理学を独白します。マンガ「フラジャイル」「動物のお医者さん」のファンで、ヒトも含めた汎動物学 Zoobiquity も勉強中。Covid-19とネコのコロナ伝染性腹膜炎(FIP)との共通点を探ったり、BCG Tokyo株による訓練免疫が重症化を防ぐのでは？と仮説を立てています。,"Kobe, Japan","Tuberculosis vaccine may play role in reducing Covid-19 death rate, study says https://t.co/81clrtbmj0",0,0,0,0,https://t.co/81clrtbmj0,https://flip.it/dyJw0B,,,,,,,,,"tuberculosis vaccines may play role in reducing covid-19 death rate, study says"
34,35,Yes,1281260178533474304,Thu Jul 09 16:13:25 +0000 2020,Tee-eye💞,Teeeye8,"Fun,loving and ambitious",Africa,COVID-19 vaccine could be available in Africa in the first quarter of 2021 https://t.co/1wmk1xYHmk https://t.co/7y9So2pmIr,0,0,0,0,https://t.co/1wmk1xYHmk,http://dlvr.it/RbHJ1T,,,,,,,,,covid-19 vaccines could be available in africa in the first quaer of 2021
35,36,No,1281260196678033408,Thu Jul 09 16:13:30 +0000 2020,nbabeau,NBABeau,"I talk sports for http://NBA.com, NBA TV, the NBL and write for Inside Carolina. NBA.commmm TahpTen! Blocked by Penny Hardaway (in a HS hoops game)",,"A vaccine as early as October, you say... https://t.co/oZhYc4wABl",0,0,0,0,https://t.co/oZhYc4wABl,https://twitter.com/seanmgregory/status/1281259250875019264,,,,,,,,,"a vaccines as early as october, you say..."
36,37,Yes,1281260203359551489,Thu Jul 09 16:13:31 +0000 2020,97_beam,97Beam,Creator.Music http://producer.Artist.KE 🇰🇪,Kenya,Kanye's platform for President: 1. Put GOD back in schools 2. Anti-abortion 3. Anti-vaccinations (!!!!) and 4. End police brutality. (1 outta 4).  He's calling his party 'The Birthday Party' (I'm not making this up).  We're fucked. https://t.co/8bh0fpmhED,0,0,0,0,,,,,,,,,,,kanye's platform for president: 1. put god back in schools 2. anti-aboion 3. vaccines (!!!!) and 4. end police brutality. (1 outta 4). he's calling his pay 'the bihday pay' (i'm not making this up). we're fucked.
37,38,Yes,1281260204852686850,Thu Jul 09 16:13:32 +0000 2020,FreePeople,CitizeNonymous,"Former Soldier, Present Police Officer",Ontario,CTV news now so completely hijacked by the liberals they bury the devastating fiscal 'snapshot' below old covid stories. Sad. https://t.co/jSKb11vV3L,0,0,0,0,,,,,,,,,,,ctv news now so completely hijacked by the liberals they bury the devastating fiscal 'snapshot' below old covid stories. sad.
38,39,No,1281260212796534784,Thu Jul 09 16:13:34 +0000 2020,RaiderThomas,BandalotO,banned and not forgotton  $$$ Raiderthomas200,,@MzCoburn Hey at least you will get covid-19 and u can buy his vaccine afterwards 😂,0,0,0,0,,,,,,,,,,,hey at least you will get covid-19 and u can buy his vaccines afterwards
39,40,Yes,1281260221260840960,Thu Jul 09 16:13:36 +0000 2020,Nicky C,nickyc7475,Wanting a better future for my children. Awake  - WWG1WGA.,England,"Utterly distraught doctor tell us what is coming down the line from our governments by way of mandatory Coronavirus vaccines
Please watch and distribute widely, we have so little time now to awaken people to the horrific reality of what is really happening
https://t.co/P12j5rg0Gy",0,0,0,0,,,,,,,,,,,"utterly distraught doctor tell us what is coming down the line from our governments by way of mandatory coronavirus vaccines please watch and distribute widely, we have so little time now to awaken people to the horrific reality of what is really happening"
40,41,Yes,1281260222321852417,Thu Jul 09 16:13:36 +0000 2020,Pradeep Paul,prodip_paul1,,,"India’s pharma industry is an asset not just for India but the entire world. Indian vaccines account for two-third of the vaccine needs of the children globally.

Our companies are active in collaboration with international efforts for development &amp; production of COVID19 vaccine. https://t.co/tVqfi9cHJn",0,0,0,0,,,,,,,,,,,indias pharma industry is an asset not just for india but the entire world. indian vaccines account for two-third of the vaccines needs of the children globally. our companies are active in collaboration with international effos for development &amp; production of covid19 vaccines
41,42,Yes,1281260225559965697,Thu Jul 09 16:13:37 +0000 2020,Mustafa Aljumie,MustafaAljumie,#DoctorToBe 👨🏾‍⚕️🚑💊 #Poland  فخور بعمل بوصلة النور مع باسم الكربلائي,,"Today, there are 18 vaccines against COVID-19 in clinical trials &amp; over 130 vaccines in preclinical studies. Not all of these will succeed, so it’s important to have as many shots on goal as possible. Learn the latest on the industry's progress here: https://t.co/DE1ltNxBjD",0,0,0,0,,,,,,,,,,,"today, there are 18 vaccines against covid-19 in clinical trials &amp; over 130 vaccines in preclinical studies. not all of these will succeed, so its impoant to have as many shots on goal as possible. learn the latest on the industry's progress here:"
42,43,Yes,1281260251065405440,Thu Jul 09 16:13:43 +0000 2020,Chris Monley 🇺🇸,MU_CHRIS,🇺🇸,,"Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
43,44,No,1281260274301808640,Thu Jul 09 16:13:48 +0000 2020,Texas Cheetah,texascheetah,,,"How does ""my body, my choice"" only relate to abortion and not vaccines? 🤔

#vaccines #COVIDIDIOTS #COVIDー19 #vaccine #saynotobillgates #abortions #abortionrights #SaveTheChildren",0,0,0,0,https://t.co/hnq67BMHU2,https://twitter.com/i/web/status/1281260274301808640,,,,,,,,,"how does ""my body, my choice"" only relate to aboion and not vaccines"
44,45,Yes,1281260300730327041,Thu Jul 09 16:13:55 +0000 2020,samson,SAMMYneedsGodin,found me a suga momma now leave me alone!,"South Houston, TX",Do white people have a secret vaccine that we don’t know about?? They out here mask less as if they’re immune to COVID??,0,0,0,0,,,,,,,,,,,do white people have a secret vaccines that we dont know about?? they out here mask less as if theyre immune to covid??
45,46,Yes,1281260304270319620,Thu Jul 09 16:13:55 +0000 2020,Beyonce’s Wig,fashionooise,Thanks for the bio,"Atlanta, GA",Folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.,0,0,0,0,,,,,,,,,,,folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.
46,47,Yes,1281260304572264448,Thu Jul 09 16:13:55 +0000 2020,Shelley,bookworm474,"avid reader, esp mystery, sci fi/fantasy;Anglophile; IU Alum #Browncoat #Fillionaire Warning! I have #ONFD  $$$ #RESIST #GoJoe #VoteBlueDownBallot #BeTheChange4USA",Southern Indiana,"Read This: ""Trump Who Has Zero Fiscal Responsibility Makes His Riskiest Bet Yet on a Coronavirus Vaccine with a company which has no track record but failure on vaccines” https://t.co/KnBNrO6z34",0,0,0,0,,,,,,,,,,,"read this: ""trump who has zero fiscal responsibility makes his riskiest bet yet on a coronavirus vaccines with a company which has no track record but failure on vaccines"
47,48,No,1281260341268221952,Thu Jul 09 16:14:04 +0000 2020,Steve Garcia,Ar1stippus,Political Science/ Communication Studies Major @ Louisiana Tech $$$ he/him/comrade,"Ruston, LA",I have a feeling that many of the people that won't wear masks probably wouldn't get a vaccine either can you imagine the Karens screaming about masks being the main ones still getting covid-19 but still being like muh freedom,0,0,0,0,https://t.co/k5y1hggePy,https://twitter.com/i/web/status/1281260341268221952,,,,,,,,,i have a feeling that many of the people that won't wear masks probably wouldn't get a vaccines either can you imagine the karens screaming about masks being the main ones still getting covid-19 but still being like muh freedom
48,49,Yes,1281260345529679873,Thu Jul 09 16:14:05 +0000 2020,Barmak Nassirian,BarmakN,"#Education policy, #privacy, & #politics. Tweets are personal, not views of any organization Retweets=""Look at this""≠endorsement MEDIA TWEEPS: pls do NOT print!","Washington, DC","Imagine if we had a working vaccine for Coronavirus (I know, a dim prospect). And imagine that the federal government did the smart thing: Committed its first rounds to health-care workers and -- get this -- prison inmates and staff. What would be the political blowout?",0,0,0,0,,,,,,,,,,,"imagine if we had a working vaccines for coronavirus (i know, a dim prospect). and imagine that the federal government did the sma thing: committed its first rounds to health-care workers and -- get this -- prison inmates and staff. what would be the political blowout?"
49,50,Yes,1281260347052171265,Thu Jul 09 16:14:06 +0000 2020,Jitka Albert,AlbertJitka,#CONSERVATIVE #MAGA #CHRISTIAN #BuildTheWall #PATRIOT #NoSocialism #LawAndOrder #TRUMP #DrainTheSwamp #VET #AmericaFirst #KAG2020 #NoIslam #NoLists,,"Even with a flu vaccine, the flu is still more dangerous to children than COVID. Yet the people insisting that we keep schools closed for COVID never suggested that for the flu. The idea was never raised by any of these people. Thats why it's impossible to take them seriously now",0,0,0,0,,,,,,,,,,,even with a flu vaccines the flu is still more dangerous to children than covid. yet the people insisting that we keep schools closed for covid never suggested that for the flu. the idea was never raised by any of these people. thats why it's impossible to take them seriously now
50,51,Yes,1281260354711048192,Thu Jul 09 16:14:07 +0000 2020,taylor-lee,yuckyguts,⚔️ they/she 🕊,mossland,"PSA: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to COVID. You can send funds to cashapp: $beyoncye 
or Venmo: moni_torrison. I can screenshot &amp; send  receipts for transparency 💛 thank you in advance :) pls share",0,0,0,0,,,,,,,,,,,"psa: two trans girls in need of funds for rent &amp; groceries, as they are still out of work due to covid. you can send funds to cashapp: $beyoncye or venmo: moni_torrison. i can screenshot &amp; send receipts for transparency thank you in advance :) pls share"
51,52,Yes,1281260355075952643,Thu Jul 09 16:14:07 +0000 2020,Eli Wisdom,EliWisdom16,"PostBac neuroscience researcher at Yale, retired baseball player, coffee lover. Tweets are my own.","New Haven, CT","Fred Hutch has been named the coordinating center for vaccine clinical trials of the #COVID19 Prevention Network (COVPN), funded by @NIAIDNews. A team led by Dr. Larry Corey will lead operations of at least 5 large-scale efficacy trials w/ 100+ trial sites.https://t.co/GbHqo915fI https://t.co/LzIq2XWwXv",0,0,0,0,,,,,,,,,,,"fred hutch has been named the coordinating center for vaccines clinical trials of the prevention network (covpn), funded by a team led by dr. larry corey will lead operations of at least 5 large-scale efficacy trials w/ 100+ trial sites."
52,53,Yes,1281260367298138114,Thu Jul 09 16:14:10 +0000 2020,Alexandra Bailey,lexyplexy17,I'm Mad. But I'm Magic.,Rockville Maryland,Folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.,0,0,0,0,,,,,,,,,,,folks get on here talking about covid is a hoax so the govt can give out vaccines to implant chips in us. meanwhile they got like three alexa dots in the house.
53,54,No,1281260367390412800,Thu Jul 09 16:14:10 +0000 2020,jeffincats,Jeffincats,"Legally 18, Mentally 16, Youtuber that makes no money and has no views.",a place,There will never be 0 deaths from covid. Vaccines only PARTLY prevents any infection.  Why do people seem to forget that oh i dont know... people die from something that already has a vaccine (flu) yet we are waiting for the magical one for covid?,0,0,0,0,https://t.co/TRi2pp0Gox,https://twitter.com/i/web/status/1281260367390412800,,,,,,,,,there will never be 0 deaths from covid. vaccines only paly prevents any infection. why do people seem to forget that oh i dont know... people die from something that already has a vaccines (flu) yet we are waiting for the magical one for covid?
54,55,Yes,1281260367876939778,Thu Jul 09 16:14:11 +0000 2020,Dani9539⁷,Dani_9539,i barely post anything here and i retweet way too much but oh well,,"For most people, a vaccine against the coronavirus can’t come soon enough. So it’s encouraging that there are:

💉100 vaccine candidates in 12 countries
💉8 already in clinical trials

Yet there’s still a danger humanity will fail to control Covid-19 https://t.co/ov3nf4Faxy",0,0,0,0,,,,,,,,,,,"for most people, a vaccines against the coronavirus cant come soon enough. so its encouraging that there are: 100 vaccines candidates in 12 countries 8 already in clinical trials yet theres still a danger humanity will fail to control covid-19"
55,56,Yes,1281260379637796866,Thu Jul 09 16:14:13 +0000 2020,my opinions cause I can🇺🇸😁💛🇺🇦,Jwhite56372781,interested in the gossip and some political..but not much.,,"Democrats increasingly worry Trump will push out dangerous COVID-19 vaccine as ‘October surprise’ 
#TrumpLiesAmericansDie  https://t.co/s0TvfxVAxx",0,0,0,0,,,,,,,,,,,democrats increasingly worry trump will push out dangerous covid-19 vaccines as october surprise
56,57,Yes,1281260397446782978,Thu Jul 09 16:14:18 +0000 2020,enockz,EnockRotich18,professional kick boxer,"Nairobi, Kenya","Until a cure or vaccine for Covid-19 is found,
Our mighty prophets will remain in hiding.

Their healing crusades will resume thereafter.",0,0,0,0,,,,,,,,,,,"until a cure or vaccines for covid-19 is found, our mighty prophets will remain in hiding. their healing crusades will resume thereafter."
